Filing_Date,Trade_Date,Ticker,Company_Name,Insider_Name,Title,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,4m,6m,1yr,2yr,2w%,1m%,4m%,6m%,1yr%,2yr%,done
2021-03-12 14:13:49,2021-03-11,MOFG,"Midwestone Financial Group, Inc.",Devaisher Len D,"Pres, COO",P - Purchase,32.44,1575.0,9271.0,20.0,49642.0,30.43,30.33,29.7,29.33,0.0,0.0,-6.2,-6.5,-8.45,-9.59,0.0,0.0,True
2021-03-09 18:56:09,2021-03-08,MORF,"Morphic Holding, Inc.",Schegerin Marc,"CFO, COO",P - Purchase,69.09,3000.0,6379.0,89.0,190514.0,61.16,59.35,59.24,62.5,0.0,0.0,-11.48,-14.1,-14.26,-9.54,0.0,0.0,True
2021-03-05 17:55:20,2021-03-05,IDRA,"Idera Pharmaceuticals, Inc.",Soland Daniel B,COO,P - Purchase,4.16,10000.0,28843.0,53.0,38950.0,1.98,1.32,1.27,1.02,0.0,0.0,-52.4,-68.27,-69.47,-75.48,0.0,0.0,True
2021-03-04 08:00:19,2021-03-03,ADC,Agree Realty Corp,Erlich Craig,COO,P - Purchase,62.9,2000.0,22681.0,10.0,127480.0,65.03,66.44,70.5,74.08,0.0,0.0,3.39,5.63,12.08,17.77,0.0,0.0,True
2021-03-02 17:37:58,2021-03-01,SSD,"Simpson Manufacturing Co., Inc.",Olosky Michael,COO,P - Purchase,99.7,500.0,3176.0,19.0,49850.0,104.1,104.64,106.88,112.52,0.0,0.0,4.41,4.95,7.2,12.86,0.0,0.0,True
2021-02-25 18:13:10,2021-02-25,LFMD,"Lifemd, Inc.",Roberts Brad Michael,COO,P - Purchase,21.94,5000.0,5000.0,New,102500.0,18.14,19.24,13.28,7.4,0.0,0.0,-17.32,-12.31,-39.47,-66.27,0.0,0.0,True
2021-02-23 18:25:26,2020-08-14,FLUX,"Flux Power Holdings, Inc.",Berry Jonathan Andrew,COO,P - Purchase,4.2,1875.0,1875.0,New,7500.0,5.7,5.24,9.68,14.69,8.64,0.0,35.71,24.76,130.48,249.76,105.71,0.0,True
2021-02-19 16:15:59,2021-02-17,MOTS,"Motus Gi Holdings, Inc.",Pomeranz Mark,"Pres, COO",P - Purchase,2.05,65000.0,160857.0,68.0,0.0,1.15,1.49,1.12,0.88,0.0,0.0,-43.9,-27.32,-45.37,-57.07,0.0,0.0,True
2021-01-20 08:47:02,2021-01-15,YORW,York Water Co,Wheeler Mark A,COO,P - Purchase,45.54,106.0,964.0,12.0,4661.0,42.9,44.16,51.22,46.01,0.0,0.0,-5.8,-3.03,12.47,1.03,0.0,0.0,True
2021-01-15 20:52:20,2021-01-15,FCAX,Fortress Capital Acquisition Corp,Wadhawan Varun,COO,P - Purchase,9.8,4500.0,4500.0,New,0.0,9.82,9.85,9.8,9.69,0.0,0.0,0.2,0.51,0.0,-1.12,0.0,0.0,True
2020-12-30 16:44:54,2020-12-28,LSYN,Liberated Syndication Inc.,Sims Laurie Ann,"Pres, COO",P - Purchase,5.44,525000.0,525000.0,New,0.0,5.1,4.77,4.83,4.0,0.0,0.0,-6.25,-12.32,-11.21,-26.47,0.0,0.0,True
2020-12-28 21:59:13,2020-12-23,ACKIU,Ackrell Spac Partners I Co.,Cannon Stephen N,"COO, Pres, 10%",P - Purchase,10.18,470000.0,3870000.0,14.0,4700000.0,10.32,10.47,10.2,10.26,0.0,0.0,1.38,2.85,0.2,0.79,0.0,0.0,True
2020-12-28 14:25:53,2020-12-16,FKWL,Franklin Wireless Corp,Lee Yun J,COO,P - Purchase,21.0,8291.0,8291.0,New,3731.0,23.5,20.1,13.26,9.75,0.0,0.0,11.9,-4.29,-36.86,-53.57,0.0,0.0,True
2020-12-17 16:30:11,2020-12-16,PROG,"Progenity, Inc.",Silvestry Damon,COO,P - Purchase,6.32,58081.0,221230.0,36.0,265857.0,5.31,5.42,3.87,2.2,0.0,0.0,-15.98,-14.24,-38.77,-65.19,0.0,0.0,True
2020-12-16 16:26:58,2020-12-15,PROG,"Progenity, Inc.",Silvestry Damon,COO,P - Purchase,6.32,63870.0,163149.0,64.0,259951.0,5.31,5.42,3.87,2.2,0.0,0.0,-15.98,-14.24,-38.77,-65.19,0.0,0.0,True
2020-12-15 21:00:38,2020-12-14,ADAP,Adaptimmune Therapeutics Plc,Bertrand William C Jr,COO,P - Purchase,4.91,207000.0,284808.0,266.0,143824.0,5.39,5.72,5.05,4.72,0.0,0.0,9.78,16.5,2.85,-3.87,0.0,0.0,True
2020-12-14 19:18:47,2020-12-10,DDMX,Dd3 Acquisition Corp. II,Combe Jorge,"COO, 10%",P - Purchase,10.1,296000.0,296000.0,New,0.0,10.35,10.22,9.89,9.9,0.0,0.0,2.48,1.19,-2.08,-1.98,0.0,0.0,True
2020-12-11 16:54:21,2020-12-09,CRTD,"Creatd, Inc.",Weisberg Laurie,COO,P - Purchase,3.26,3000.0,17064.0,21.0,10620.0,4.02,4.17,4.48,3.67,0.0,0.0,23.31,27.91,37.42,12.58,0.0,0.0,True
2020-12-08 10:50:08,2020-12-04,HRTH,Harte Hanks Inc,Linscott Brian,COO,P - Purchase,2.65,20000.0,107004.0,23.0,49728.0,2.55,2.75,4.3,5.98,7.25,0.0,-3.77,3.77,62.26,125.66,173.58,0.0,True
2020-11-30 17:45:22,2020-05-07,FKWL,Franklin Wireless Corp,Lee Yun J,COO,P - Purchase,5.6,10000.0,51709.0,24.0,20000.0,5.85,5.7,9.66,17.1,13.26,0.0,4.46,1.79,72.5,205.36,136.79,0.0,True
2020-11-20 16:05:09,2020-11-19,DCTH,"Delcath Systems, Inc.",Purpura John,COO,P - Purchase,14.99,1600.0,14713.0,12.0,20288.0,15.92,17.9,18.9,10.88,10.06,0.0,6.2,19.41,26.08,-27.42,-32.89,0.0,True
2020-11-17 18:28:48,2020-11-17,MOFG,"Midwestone Financial Group, Inc.",Devaisher Len D,"Pres, COO",P - Purchase,23.66,2000.0,4957.0,68.0,48500.0,24.3,24.37,30.2,31.1,30.8,0.0,2.7,3.0,27.64,31.45,30.18,0.0,True
2020-11-17 18:15:03,2020-11-13,MUX,McEwen Mining Inc.,Mah G. Peter,COO,P - Purchase,0.99,8000.0,8000.0,New,10480.0,0.98,1.01,1.08,1.2,1.16,0.0,-1.01,2.02,9.09,21.21,17.17,0.0,True
2020-11-09 15:11:20,2020-11-06,PGC,Peapack Gladstone Financial Corp,Plante Robert A.,"EVP, COO",P - Purchase,16.74,1000.0,10777.0,10.0,16900.0,21.03,22.85,26.7,31.67,33.88,0.0,25.63,36.5,59.5,89.19,102.39,0.0,True
2020-11-06 17:07:42,2020-11-05,OFG,Ofg Bancorp,Kumar Ganesh,"SEVP, COO",P - Purchase,14.61,3733.0,17287.0,28.0,56219.0,16.45,17.78,18.64,23.29,23.59,0.0,12.59,21.7,27.58,59.41,61.46,0.0,True
2020-11-05 14:46:36,2020-11-04,ALIM,Alimera Sciences Inc,Ashman Philip,"COO, SVP",P - Purchase,3.99,1316.0,11957.0,12.0,5922.0,4.75,4.33,8.07,10.7,4.13,0.0,19.05,8.52,102.26,168.17,3.51,0.0,True
2020-11-02 18:01:27,2020-10-29,CVLG,"Covenant Logistics Group, Inc.",Tweed John A,"Co-Pres, COO",P - Purchase,13.77,97688.0,334442.0,41.0,1375363.0,16.2,18.72,18.17,20.72,27.7,0.0,17.65,35.95,31.95,50.47,101.16,0.0,True
2020-10-16 17:05:58,2020-10-15,AVO,"Mission Produce, Inc.",Browne Michael A,COO,P - Purchase,13.19,11500.0,25000.0,85.0,146442.0,13.19,13.29,20.74,19.16,19.99,0.0,0.0,0.76,57.24,45.26,51.55,0.0,True
2020-10-16 16:04:03,2020-10-15,YORW,York Water Co,Wheeler Mark A,COO,P - Purchase,44.49,123.0,859.0,17.0,4979.0,41.56,45.42,42.9,50.86,50.4,0.0,-6.59,2.09,-3.57,14.32,13.28,0.0,True
2020-10-14 14:40:33,2020-10-14,LOOP,"Loop Industries, Inc.",Gentiletti Nelson,"COO, CFO",P - Purchase,7.84,5000.0,12083.0,71.0,36525.0,6.04,6.76,11.33,8.86,10.56,0.0,-22.96,-13.78,44.52,13.01,34.69,0.0,True
2020-10-09 08:03:40,2020-10-08,WINT,Windtree Therapeutics Inc /de/,Curtis Eric,"SVP, COO",P - Purchase,5.85,500.0,500.0,New,2635.0,6.67,6.66,5.57,2.42,1.86,0.0,14.02,13.85,-4.79,-58.63,-68.21,0.0,True
2020-10-02 21:21:18,2020-10-01,AVO,"Mission Produce, Inc.",Browne Michael A,COO,P - Purchase,12.45,3500.0,3500.0,New,42875.0,13.19,13.19,16.2,20.82,20.18,0.0,5.94,5.94,30.12,67.23,62.09,0.0,True
2020-09-30 10:43:10,2020-09-29,ADMQ,"Adm Endeavors, Inc.",Nelson Sarah,COO,P - Purchase,0.06,155279.0,1192054.0,15.0,8696.0,0.05,0.05,0.09,0.09,0.07,0.0,-16.67,-16.67,50.0,50.0,16.67,0.0,True
2020-09-21 18:04:45,2020-09-21,PTVE,Pactiv Evergreen Inc.,Ragen Michael,"COO, CFO",P - Purchase,13.07,8500.0,8500.0,New,96225.0,13.64,13.17,16.09,14.67,14.39,0.0,4.36,0.77,23.11,12.24,10.1,0.0,True
2020-09-17 20:24:00,2020-09-17,OM,"Outset Medical, Inc.",Vazquez Martin,COO,P - Purchase,60.01,1000.0,1000.0,New,27000.0,45.8,48.05,48.76,47.65,40.54,0.0,-23.68,-19.93,-18.75,-20.6,-32.44,0.0,True
2020-09-15 21:23:34,2020-09-14,OFG,Ofg Bancorp,Kumar Ganesh,"SEVP, COO",P - Purchase,13.11,4271.0,13193.0,48.0,56508.0,12.71,13.72,18.25,18.64,21.81,0.0,-3.05,4.65,39.21,42.18,66.36,0.0,True
2020-09-11 17:59:33,2020-09-09,AINC,Ashford Inc.,Welter Jeremy,"Pres, COO, 10%",P - Purchase,6.65,13174.0,151189.0,10.0,89119.0,5.91,5.9,8.58,9.07,16.62,0.0,-11.13,-11.28,29.02,36.39,149.92,0.0,True
2020-09-11 16:38:57,2020-09-09,LMB,"Limbach Holdings, Inc.",McCann Michael M,COO,P - Purchase,7.43,33935.0,45661.0,289.0,252413.0,8.14,9.5,12.33,12.28,8.61,0.0,9.56,27.86,65.95,65.28,15.88,0.0,True
2020-09-08 16:14:32,2020-09-04,BW,"Babcock & Wilcox Enterprises, Inc.",Morgan Jimmy B,COO,P - Purchase,2.39,29000.0,76403.0,61.0,72500.0,2.56,2.4,3.42,6.38,7.12,0.0,7.11,0.42,43.1,166.95,197.91,0.0,True
2020-09-03 16:34:14,2020-09-01,AINC,Ashford Inc.,Welter Jeremy,"Pres, COO",P - Purchase,7.04,13538.0,135920.0,11.0,87591.0,7.37,5.74,5.6,8.7,16.6,0.0,4.69,-18.47,-20.45,23.58,135.8,0.0,True
2020-09-03 14:14:38,2020-08-27,GIGA,Giga Tronics Inc,Henckels Lutz P,"COO, CFO, EVP",P - Purchase,4.0,4325.0,29718.0,17.0,16695.0,4.14,4.25,3.76,4.05,3.41,0.0,3.5,6.25,-6.0,1.25,-14.75,0.0,True
2020-09-01 16:32:09,2020-08-25,SINT,"Sintx Technologies, Inc.",O'Brien David Francis,COO,P - Purchase,1.6,5746.0,5746.0,New,9994.0,1.72,1.75,1.72,2.95,1.7,0.0,7.5,9.37,7.5,84.38,6.25,0.0,True
2020-09-01 16:21:15,2020-08-28,AINC,Ashford Inc.,Welter Jeremy,"Pres, COO",P - Purchase,6.41,47382.0,122382.0,63.0,289681.0,6.65,5.91,5.1,8.38,16.64,0.0,3.74,-7.8,-20.44,30.73,159.59,0.0,True
2020-08-31 15:53:27,2020-08-27,FLXS,Flexsteel Industries Inc,Schmidt Derek P,"CFO, COO",P - Purchase,16.26,59343.0,129468.0,85.0,986667.0,18.77,22.41,32.02,33.71,,0.0,15.44,37.82,96.92,107.32,,0.0,True
2020-08-20 17:14:14,2020-08-18,LCAP,Lionheart Acquisition Corp. II,Barran Trevor,COO,P - Purchase,9.62,5000.0,5000.0,New,50000.0,9.72,9.84,10.52,9.9,9.93,0.0,1.04,2.29,9.36,2.91,3.22,0.0,True
2020-08-19 16:41:37,2020-08-19,NEWR,"New Relic, Inc.",Christenson Michael J,"Pres, COO",P - Purchase,57.91,9000.0,60137.0,18.0,510480.0,57.0,54.58,64.81,67.65,69.56,0.0,-1.57,-5.75,11.92,16.82,20.12,0.0,True
2020-08-18 18:09:34,2020-08-18,FLUX,"Flux Power Holdings, Inc.",Berry Jonathan Andrew,COO,P - Purchase,5.11,1875.0,1875.0,New,7500.0,5.19,6.28,10.55,16.81,9.51,0.0,1.57,22.9,106.46,228.96,86.11,0.0,True
2020-08-14 15:45:56,2020-08-14,RETA,Reata Pharmaceuticals Inc,Soni Manmeet Singh,"COO, CFO",P - Purchase,102.21,3000.0,3000.0,New,300630.0,106.04,99.09,141.15,103.59,127.75,0.0,3.75,-3.05,38.1,1.35,24.99,0.0,True
2020-08-12 16:39:12,2020-08-10,PSN,Parsons Corp,Smith Carey A.,"Pres, COO",P - Purchase,36.42,7500.0,12419.0,152.0,265367.0,33.97,35.62,35.39,35.66,38.87,0.0,-6.73,-2.2,-2.83,-2.09,6.73,0.0,True
2020-08-12 15:52:47,2020-08-10,OLN,Olin Corp,Varilek James A,"EVP, COO",P - Purchase,11.2,5000.0,47726.0,12.0,55274.0,11.39,11.1,22.5,23.55,44.4,0.0,1.7,-0.89,100.89,110.27,296.43,0.0,True
2020-08-07 15:23:09,2020-08-06,OFG,Ofg Bancorp,Kumar Ganesh,"SEVP, COO",P - Purchase,13.46,5825.0,8780.0,197.0,76249.0,12.4,13.36,16.45,19.02,21.43,0.0,-7.88,-0.74,22.21,41.31,59.21,0.0,True
2020-08-05 19:36:37,2020-08-03,OCX,Oncocyte Corp,Parker Albert P,COO,P - Purchase,1.82,5000.0,5000.0,New,6648.0,1.37,1.24,1.79,4.76,5.75,0.0,-24.73,-31.87,-1.65,161.54,215.93,0.0,True
2020-07-30 18:46:35,2020-07-29,FBIZ,"First Business Financial Services, Inc.",Seiler David R.,COO,P - Purchase,14.25,4000.0,15300.0,35.0,58680.0,15.42,15.45,15.91,18.02,27.57,0.0,8.21,8.42,11.65,26.46,93.47,0.0,True
2020-07-27 13:43:20,2020-07-24,FCCO,First Community Corp /sc/,Butts Tanya A,"EVP, COO,, CRO",P - Purchase,13.17,1300.0,5042.0,35.0,17698.0,,13.4,,17.17,20.04,0.0,,1.75,,30.37,52.16,0.0,True
2020-07-17 08:35:01,2020-07-15,YORW,York Water Co,Wheeler Mark A,COO,P - Purchase,48.91,101.0,463.0,28.0,4566.0,45.36,46.09,41.56,46.44,49.92,0.0,-7.26,-5.77,-15.03,-5.05,2.07,0.0,True
2020-07-16 17:10:28,2020-07-16,BCLI,Brainstorm Cell Therapeutics Inc.,Setboun David,"EVP, COO",P - Purchase,14.58,5000.0,55000.0,10.0,64740.0,13.55,13.27,11.39,4.53,3.9,0.0,-7.06,-8.98,-21.88,-68.93,-73.25,0.0,True
2020-07-10 16:17:09,2020-07-08,MIND,Mitcham Industries Inc,Morris Dennis Patrick,COO,P - Purchase,1.58,55000.0,70000.0,367.0,90535.0,2.58,2.54,2.05,2.18,2.12,0.0,63.29,60.76,29.75,37.97,34.18,0.0,True
2020-06-22 19:53:01,2020-06-22,BBI,"Brickell Biotech, Inc.",Sklawer Andrew D,"COO, Secretary",P - Purchase,1.05,13044.0,96250.0,16.0,0.0,0.93,0.91,0.93,0.71,0.82,0.0,-11.43,-13.33,-11.43,-32.38,-21.9,0.0,True
2020-06-16 16:23:53,2020-06-12,JAX,"J. Alexander'S Holdings, Inc.",Moore J Michael,"EVP, COO",P - Purchase,4.84,5000.0,39475.0,15.0,23398.0,4.7,4.19,5.27,7.0,11.43,0.0,-2.89,-13.43,8.88,44.63,136.16,0.0,True
2020-06-11 16:57:28,2020-06-09,FLXS,Flexsteel Industries Inc,Schmidt Derek P,"CFO, COO",P - Purchase,12.79,35506.0,57921.0,158.0,418346.0,,12.65,22.41,30.93,37.53,0.0,,-1.09,75.22,141.83,193.43,0.0,True
2020-06-08 15:33:09,2020-06-01,HYDI,Hydromer Inc,Dyck Martin C,COO,P - Purchase,2.36,200.0,2300.0,10.0,450.0,2.25,1.65,1.6,1.26,1.09,0.0,-4.66,-30.08,-32.2,-46.61,-53.81,0.0,True
2020-06-02 11:41:05,2020-06-01,CWBC,Community West Bancshares /,Stronks Timothy Joseph,EVP COO,P - Purchase,7.53,1000.0,1000.0,New,7018.0,8.0,8.01,8.01,8.06,12.36,0.0,6.24,6.37,6.37,7.04,64.14,0.0,True
2020-05-22 19:25:46,2020-05-19,VEL,"Velocity Financial, Inc.",Cowell Joseph A,COO,P - Purchase,3.15,1500.0,2222.0,208.0,4155.0,6.33,4.03,5.25,4.5,8.51,0.0,100.95,27.94,66.67,42.86,170.16,0.0,True
2020-05-21 17:00:46,2020-05-20,RC,Ready Capital Corp,Taylor Gary,COO,P - Purchase,5.19,8250.0,24281.0,51.0,49822.0,7.22,7.3,8.94,10.06,12.74,0.0,39.11,40.66,72.25,93.83,145.47,0.0,True
2020-05-20 16:49:08,2020-05-20,MSON,Misonix Inc,Klugewicz Sharon W,COO,P - Purchase,13.21,825.0,1415.0,140.0,10032.0,15.16,13.44,11.5,11.75,19.28,0.0,14.76,1.74,-12.94,-11.05,45.95,0.0,True
