Filing_Date,Trade_Date,Ticker,Company_Name,Insider_Name,Title,Trade_Type,Price,Qty,Owned,ΔOwn,Value,2w,1m,4m,6m,1yr,2yr,2w%,1m%,4m%,6m%,1yr%,2yr%,done
2021-05-21 14:39:28,2021-05-14,UGRO,"Urban-Gro, Inc.",Dennedy Jim,"Pres, COO",P - Purchase,7.51,25000.0,358334.0,7.0,193570.0,9.95,10.02,14.64,11.12,0.0,0.0,32.49,33.42,94.94,48.07,0.0,0.0,True
2021-05-20 18:59:53,2021-05-19,SRRA,"Sierra Oncology, Inc.",Dilly Stephen George,"CEO, Pres",P - Purchase,18.42,5000.0,5000.0,New,89150.0,18.02,18.25,19.9,20.0,0.0,0.0,-2.17,-0.92,8.03,8.58,0.0,0.0,True
2021-05-20 18:55:51,2021-05-20,MTCR,"Metacrine, Inc.",Klassen Preston,"Pres, CEO",P - Purchase,3.96,20547.0,20547.0,New,74692.0,3.83,3.97,3.06,1.42,0.0,0.0,-3.28,0.25,-22.73,-64.14,0.0,0.0,True
2021-05-20 17:25:10,2021-05-20,TCS,"Container Store Group, Inc.",Malhotra Satish,"CEO, Pres",P - Purchase,13.42,20500.0,70600.0,41.0,251125.0,13.05,12.2,11.13,11.06,0.0,0.0,-2.76,-9.09,-17.06,-17.59,0.0,0.0,True
2021-05-20 17:11:25,2021-05-18,TPL,Texas Pacific Land Corp,Glover Tyler,"Pres, CEO",P - Purchase,1533.89,158.0,258.0,158.0,260605.0,1480.44,1513.7,1218.42,1273.67,0.0,0.0,-3.48,-1.32,-20.57,-16.96,0.0,0.0,True
2021-05-20 08:52:34,2021-05-18,LIFE,Atyr Pharma Inc,Shukla Sanjay,"Pres, CEO",P - Purchase,4.45,10000.0,18298.0,121.0,40100.0,4.56,4.5,5.48,8.59,0.0,0.0,2.47,1.12,23.15,93.03,0.0,0.0,True
2021-05-19 21:05:06,2021-05-17,APP,Applovin Corp,Chen Herald Y,"Pres, CFO",P - Purchase,68.35,25000.0,25000.0,New,1525207.0,74.36,88.21,77.38,98.25,0.0,0.0,8.79,29.06,13.21,43.75,0.0,0.0,True
2021-05-19 16:52:05,2021-05-18,GTX,Garrett Motion Inc.,Rabiller Olivier,"Pres, CEO",P - Purchase,6.64,25000.0,146800.0,21.0,165000.0,8.2,7.79,7.41,6.74,0.0,0.0,23.49,17.32,11.6,1.51,0.0,0.0,True
2021-05-19 15:30:42,2021-05-18,GIFI,Gulf Island Fabrication Inc,Heo Richard W.,"Pres, CEO",P - Purchase,4.77,20000.0,409998.0,5.0,89500.0,4.92,4.48,4.12,3.94,0.0,0.0,3.14,-6.08,-13.63,-17.4,0.0,0.0,True
2021-05-19 14:19:28,2021-05-19,BIOL,"Biolase, Inc",Beaver John R,"Pres, CEO",P - Purchase,0.74,40000.0,516530.0,8.0,30000.0,0.73,0.74,0.69,0.56,0.0,0.0,-1.35,0.0,-6.76,-24.32,0.0,0.0,True
2021-05-19 11:26:56,2021-05-17,CLSH,"Cls Holdings Usa, Inc.",Glashow Andrew,"Pres, COO",P - Purchase,0.19,25000.0,525000.0,5.0,5000.0,0.19,0.19,0.14,0.14,0.0,0.0,0.0,0.0,-26.32,-26.32,0.0,0.0,True
2021-05-18 16:45:25,2021-05-14,GMTX,"Gemini Therapeutics, Inc. /de",Meyenburg Jason Patrick,"Pres, CEO",P - Purchase,9.61,13000.0,13000.0,New,122929.0,12.3,11.58,5.28,3.8,0.0,0.0,27.99,20.5,-45.06,-60.46,0.0,0.0,True
2021-05-17 18:20:16,2021-05-14,AWRE,Aware Inc /ma/,Eckel Robert A,"CEO, Pres",P - Purchase,3.5,10000.0,153422.0,7.0,35100.0,3.8,4.05,4.07,3.52,0.0,0.0,8.57,15.71,16.29,0.57,0.0,0.0,True
2021-05-17 16:32:08,2021-05-13,LTRX,Lantronix Inc,Pickle Paul H,"Pres, CEO",P - Purchase,5.07,40000.0,220995.0,22.0,198228.0,5.56,5.55,6.33,9.7,0.0,0.0,9.66,9.47,24.85,91.32,0.0,0.0,True
2021-05-17 07:31:56,2019-06-17,SILO,"Silo Pharma, Inc.",Weisblum Eric,"CEO, CFO, Pres",P - Purchase,0.35,58114.0,58114.0,New,281.0,0.35,0.36,0.27,0.28,0.0,0.0,0.0,2.86,-22.86,-20.0,0.0,0.0,True
2021-05-14 20:31:29,2021-05-13,EXTN,Exterran Corp,Way Andrew James,"Pres, CEO",P - Purchase,4.91,20000.0,460526.0,5.0,94000.0,4.72,5.08,3.98,4.28,0.0,0.0,-3.87,3.46,-18.94,-12.83,0.0,0.0,True
2021-05-14 16:59:18,2021-05-12,GTX,Garrett Motion Inc.,Rabiller Olivier,"Pres, CEO",P - Purchase,6.09,40000.0,120000.0,50.0,233800.0,8.63,7.81,7.23,6.74,0.0,0.0,41.71,28.24,18.72,10.67,0.0,0.0,True
2021-05-14 16:27:17,2021-05-13,HBI,Hanesbrands Inc.,Cavaliere Joseph W,"Group Pres, Global Innerwear",P - Purchase,18.89,13675.0,77884.0,21.0,256543.0,,19.21,19.41,16.84,0.0,0.0,,1.69,2.75,-10.85,0.0,0.0,True
2021-05-14 11:28:02,2021-05-13,AP,Ampco Pittsburgh Corp,Lyon Samuel,Pres of Union Electric,P - Purchase,6.48,6000.0,68758.0,10.0,34048.0,7.03,6.71,4.63,5.62,0.0,0.0,8.49,3.55,-28.55,-13.27,0.0,0.0,True
2021-05-14 10:59:12,2021-05-12,QUAD,"Quad/graphics, Inc.",Quadracci J Joel,"COB, Pres, CEO",P - Purchase,3.65,65300.0,1482187.0,5.0,202599.0,3.31,3.82,4.11,3.94,0.0,0.0,-9.32,4.66,12.6,7.95,0.0,0.0,True
2021-05-13 18:47:22,2021-05-13,CNP,Centerpoint Energy Inc,Lesar David J,"Pres, CEO",P - Purchase,24.71,50000.0,329722.0,18.0,1179000.0,,25.25,,26.75,0.0,0.0,,2.19,,8.26,0.0,0.0,True
2021-05-13 16:52:47,2021-05-12,JOE,St Joe Co,Gonzalez Jorge Luis,Pres - CEO,P - Purchase,44.39,1000.0,22080.0,5.0,41790.0,46.69,48.57,46.02,46.64,0.0,0.0,5.18,9.42,3.67,5.07,0.0,0.0,True
2021-05-13 09:16:45,2021-05-11,IDN,"Intellicheck, Inc.",Gafke Garrett,Pres,P - Purchase,8.22,1000.0,1000.0,New,7376.0,7.5,7.6,8.57,8.89,0.0,0.0,-8.76,-7.54,4.26,8.15,0.0,0.0,True
2021-05-12 17:06:44,2021-05-10,FARM,Farmer Brothers Co,Maserang II D Deverl,"Pres, CEO",P - Purchase,10.39,11100.0,11100.0,New,99345.0,12.04,11.93,8.25,7.55,0.0,0.0,15.88,14.82,-20.6,-27.33,0.0,0.0,True
2021-05-12 17:04:06,2021-05-10,GTX,Garrett Motion Inc.,Rabiller Olivier,"Pres, CEO",P - Purchase,6.09,40000.0,80000.0,100.0,236386.0,8.63,7.81,7.23,6.74,0.0,0.0,41.71,28.24,18.72,10.67,0.0,0.0,True
2021-05-12 16:30:23,2021-05-10,CWEN,"Clearway Energy, Inc.",Sotos Christopher S,"Pres, CEO",P - Purchase,25.78,2000.0,27100.0,8.0,49108.0,26.23,26.22,31.64,31.22,0.0,0.0,1.75,1.71,22.73,21.1,0.0,0.0,True
2021-05-12 16:08:44,2021-05-11,HFC,Hollyfrontier Corp,Lerner Bruce A.,"Pres, HFLS",P - Purchase,35.82,3000.0,30661.0,11.0,104220.0,32.47,34.7,30.73,33.8,0.0,0.0,-9.35,-3.13,-14.21,-5.64,0.0,0.0,True
2021-05-11 18:05:46,2021-05-11,AEIS,Advanced Energy Industries Inc,Kelley Stephen Douglas,"Pres, CEO",P - Purchase,93.52,5850.0,27902.0,27.0,497250.0,,102.68,,88.44,0.0,0.0,,9.79,,-5.43,0.0,0.0,True
2021-05-11 16:41:20,2021-05-07,GTX,Garrett Motion Inc.,Rabiller Olivier,"Pres, CEO",P - Purchase,5.68,10000.0,40000.0,33.0,58700.0,6.64,8.2,6.97,7.41,0.0,0.0,16.9,44.37,22.71,30.46,0.0,0.0,True
2021-05-11 16:40:47,2021-05-07,AZYO,"Aziyo Biologics, Inc.",Lloyd Ronald K.,"Pres, CEO",P - Purchase,11.58,8565.0,23151.0,59.0,100643.0,11.95,11.45,8.1,5.6,0.0,0.0,3.2,-1.12,-30.05,-51.64,0.0,0.0,True
2021-05-11 10:10:51,2021-05-10,MOFG,"Midwestone Financial Group, Inc.",Devaisher Len D,"Pres, COO",P - Purchase,31.06,1485.0,10811.0,16.0,46406.0,31.08,31.18,29.76,30.42,0.0,0.0,0.06,0.39,-4.19,-2.06,0.0,0.0,True
2021-05-10 21:24:45,2021-05-06,VST,Vistra Corp.,Burke James A,"Pres, CFO",P - Purchase,15.79,50000.0,403943.0,14.0,788440.0,16.41,17.11,17.98,17.9,0.0,0.0,3.93,8.36,13.87,13.36,0.0,0.0,True
2021-05-10 17:06:47,2021-05-07,BHLB,Berkshire Hills Bancorp Inc,Mhatre Nitin J.,"Pres, CEO",P - Purchase,24.63,6000.0,28617.0,27.0,147180.0,26.99,27.9,25.4,27.03,0.0,0.0,9.58,13.28,3.13,9.74,0.0,0.0,True
2021-05-07 16:50:29,2021-05-05,GTX,Garrett Motion Inc.,Rabiller Olivier,"Pres, CEO",P - Purchase,5.68,30000.0,30000.0,New,177963.0,6.64,8.2,6.97,7.41,0.0,0.0,16.9,44.37,22.71,30.46,0.0,0.0,True
2021-05-07 14:29:41,2021-05-05,MBCN,Middlefield Banc Corp,Moore Charles O,"Pres, Central Ohio Region",P - Purchase,22.45,1000.0,4318.0,30.0,22901.0,23.51,23.79,23.49,24.05,0.0,0.0,4.72,5.97,4.63,7.13,0.0,0.0,True
2021-05-06 17:18:43,2021-05-04,FSBC,Five Star Bancorp,Beckwith James Eugene,"Pres, CEO",P - Purchase,24.6,22178.0,439683.0,5.0,443560.0,26.28,24.81,23.78,25.09,0.0,0.0,6.83,0.85,-3.33,1.99,0.0,0.0,True
2021-05-06 14:04:54,2021-05-05,BHLB,Berkshire Hills Bancorp Inc,Mhatre Nitin J.,"Pres, CEO",P - Purchase,24.63,6000.0,22617.0,36.0,147060.0,26.99,27.9,25.4,27.03,0.0,0.0,9.58,13.28,3.13,9.74,0.0,0.0,True
2021-05-05 16:18:27,2021-05-05,PWOD,Penns Woods Bancorp Inc,Knepp Brian L,Pres,P - Purchase,23.56,1030.0,9412.0,12.0,24018.0,25.23,25.84,23.52,23.62,0.0,0.0,7.09,9.68,-0.17,0.25,0.0,0.0,True
2021-05-04 18:03:32,2021-05-04,FRST,Primis Financial Corp.,Stafford Clinton Tyler,Pres Panacea Financial,P - Purchase,14.47,4650.0,15744.0,42.0,68355.0,,14.64,,15.08,0.0,0.0,,1.17,,4.22,0.0,0.0,True
2021-04-27 16:50:49,2021-04-27,PWOD,Penns Woods Bancorp Inc,Knepp Brian L,Pres,P - Purchase,23.39,1100.0,8318.0,15.0,25897.0,24.35,24.96,23.35,23.87,0.0,0.0,4.1,6.71,-0.17,2.05,0.0,0.0,True
